Variable_Name,Variable_ID,Table_ID,Table_Name,Type,Unit,Full_Name
Provides 50+ hours unpaid care per week,ni1250006,ni125,Provision of Unpaid Care,Count,Person,Provision of Unpaid Care: Provides 50+ hours unpaid care per week
All PEOPLE,ni1260001,ni126,Provision of Unpaid Care - 5 Categories,Count,Person,Provision of Unpaid Care - 5 Categories: All PEOPLE
Provides no unpaid care,ni1260002,ni126,Provision of Unpaid Care - 5 Categories,Count,Person,Provision of Unpaid Care - 5 Categories: Provides no unpaid care
Provides 1-19 hours unpaid care per week,ni1260003,ni126,Provision of Unpaid Care - 5 Categories,Count,Person,Provision of Unpaid Care - 5 Categories: Provides 1-19 hours unpaid care per week
Provides 20-49 hours unpaid care per week,ni1260004,ni126,Provision of Unpaid Care - 5 Categories,Count,Person,Provision of Unpaid Care - 5 Categories: Provides 20-49 hours unpaid care per week
Provides 50+ hours unpaid care per week,ni1260005,ni126,Provision of Unpaid Care - 5 Categories,Count,Person,Provision of Unpaid Care - 5 Categories: Provides 50+ hours unpaid care per week
All PEOPLE,ni1270001,ni127,Provision of Unpaid Care - 3 Categories,Count,Person,Provision of Unpaid Care - 3 Categories: All PEOPLE
Provides no unpaid care,ni1270002,ni127,Provision of Unpaid Care - 3 Categories,Count,Person,Provision of Unpaid Care - 3 Categories: Provides no unpaid care
Provides 1 or more hours unpaid care per week,ni1270003,ni127,Provision of Unpaid Care - 3 Categories,Count,Person,Provision of Unpaid Care - 3 Categories: Provides 1 or more hours unpaid care per week
All PEOPLE,ni1300001,ni130,Living Arrangements,Count,Person,Living Arrangements: All PEOPLE
Living in an opposite-sex couple: Married or in a civil partnership,ni1300002,ni130,Living Arrangements,Count,Person,Living Arrangements: Living in an opposite-sex couple: Married or in a civil partnership
Living in an opposite-sex couple: Cohabiting,ni1300003,ni130,Living Arrangements,Count,Person,Living Arrangements: Living in an opposite-sex couple: Cohabiting
Living in a same-sex couple: Married or in a civil partnership,ni1300004,ni130,Living Arrangements,Count,Person,Living Arrangements: Living in a same-sex couple: Married or in a civil partnership
Living in a same-sex couple: Cohabiting,ni1300005,ni130,Living Arrangements,Count,Person,Living Arrangements: Living in a same-sex couple: Cohabiting
Not living in a couple: Single (never married or never registered a civil partnership),ni1300006,ni130,Living Arrangements,Count,Person,Living Arrangements: Not living in a couple: Single (never married or never registered a civil partnership)
Not living in a couple: Married or in a civil partnership,ni1300007,ni130,Living Arrangements,Count,Person,Living Arrangements: Not living in a couple: Married or in a civil partnership
Not living in a couple: Separated (including those who are married and those who are in civil partnerships),ni1300008,ni130,Living Arrangements,Count,Person,Living Arrangements: Not living in a couple: Separated (including those who are married and those who are in civil partnerships)
Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,ni1300009,ni130,Living Arrangements,Count,Person,Living Arrangements: Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved
Not living in a couple: Widowed or surviving partner from a civil partnership,ni1300010,ni130,Living Arrangements,Count,Person,Living Arrangements: Not living in a couple: Widowed or surviving partner from a civil partnership
All PEOPLE,ni1310001,ni131,Living Arrangements - 3 Categories,Count,Person,Living Arrangements - 3 Categories: All PEOPLE
Living in a couple,ni1310002,ni131,Living Arrangements - 3 Categories,Count,Person,Living Arrangements - 3 Categories: Living in a couple
Not living in a couple,ni1310003,ni131,Living Arrangements - 3 Categories,Count,Person,Living Arrangements - 3 Categories: Not living in a couple
All PEOPLE,ni1320001,ni132,Living Arrangements - 4 Categories,Count,Person,Living Arrangements - 4 Categories: All PEOPLE
Living in a couple: Married or in a civil partnership,ni1320002,ni132,Living Arrangements - 4 Categories,Count,Person,Living Arrangements - 4 Categories: Living in a couple: Married or in a civil partnership
Living in a couple: Cohabiting,ni1320003,ni132,Living Arrangements - 4 Categories,Count,Person,Living Arrangements - 4 Categories: Living in a couple: Cohabiting
Not living in a couple,ni1320004,ni132,Living Arrangements - 4 Categories,Count,Person,Living Arrangements - 4 Categories: Not living in a couple
All PEOPLE,ni1330001,ni133,Living Arrangements - 8 Categories,Count,Person,Living Arrangements - 8 Categories: All PEOPLE
Living in a couple: Married or in a civil partnership,ni1330002,ni133,Living Arrangements - 8 Categories,Count,Person,Living Arrangements - 8 Categories: Living in a couple: Married or in a civil partnership
Living in a couple: Cohabiting,ni1330003,ni133,Living Arrangements - 8 Categories,Count,Person,Living Arrangements - 8 Categories: Living in a couple: Cohabiting
Not living in a couple: Single (never married or never registered a civil partnership),ni1330004,ni133,Living Arrangements - 8 Categories,Count,Person,Living Arrangements - 8 Categories: Not living in a couple: Single (never married or never registered a civil partnership)
Not living in a couple: Married or in a civil partnership,ni1330005,ni133,Living Arrangements - 8 Categories,Count,Person,Living Arrangements - 8 Categories: Not living in a couple: Married or in a civil partnership
Not living in a couple: Separated (including those who are married and those who are in civil partnerships),ni1330006,ni133,Living Arrangements - 8 Categories,Count,Person,Living Arrangements - 8 Categories: Not living in a couple: Separated (including those who are married and those who are in civil partnerships)
Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved,ni1330007,ni133,Living Arrangements - 8 Categories,Count,Person,Living Arrangements - 8 Categories: Not living in a couple: Divorced or formerly in a civil partnership which is now legally dissolved
Not living in a couple: Widowed or surviving partner from a civil partnership,ni1330008,ni133,Living Arrangements - 8 Categories,Count,Person,Living Arrangements - 8 Categories: Not living in a couple: Widowed or surviving partner from a civil partnership
All PEOPLE,ni1340001,ni134,Main Language,Count,Person,Main Language: All PEOPLE
English,ni1340002,ni134,Main Language,Count,Person,Main Language: English
Polish,ni1340003,ni134,Main Language,Count,Person,Main Language: Polish
Lithuanian,ni1340004,ni134,Main Language,Count,Person,Main Language: Lithuanian
Irish,ni1340005,ni134,Main Language,Count,Person,Main Language: Irish
Romanian,ni1340006,ni134,Main Language,Count,Person,Main Language: Romanian
Portuguese,ni1340007,ni134,Main Language,Count,Person,Main Language: Portuguese
Arabic,ni1340008,ni134,Main Language,Count,Person,Main Language: Arabic
Bulgarian,ni1340009,ni134,Main Language,Count,Person,Main Language: Bulgarian
Chinese (not otherwise specified),ni1340010,ni134,Main Language,Count,Person,Main Language: Chinese (not otherwise specified)
Slovak,ni1340011,ni134,Main Language,Count,Person,Main Language: Slovak
Hungarian,ni1340012,ni134,Main Language,Count,Person,Main Language: Hungarian
Spanish,ni1340013,ni134,Main Language,Count,Person,Main Language: Spanish
Latvian,ni1340014,ni134,Main Language,Count,Person,Main Language: Latvian
Russian,ni1340015,ni134,Main Language,Count,Person,Main Language: Russian
Tetun,ni1340016,ni134,Main Language,Count,Person,Main Language: Tetun
Malayalam,ni1340017,ni134,Main Language,Count,Person,Main Language: Malayalam
Tagalog/Filipino,ni1340018,ni134,Main Language,Count,Person,Main Language: Tagalog/Filipino
Cantonese,ni1340019,ni134,Main Language,Count,Person,Main Language: Cantonese
Other languages,ni1340020,ni134,Main Language,Count,Person,Main Language: Other languages
All PEOPLE,ni1350001,ni135,Main Language - 11 Categories,Count,Person,Main Language - 11 Categories: All PEOPLE
English,ni1350002,ni135,Main Language - 11 Categories,Count,Person,Main Language - 11 Categories: English
Polish,ni1350003,ni135,Main Language - 11 Categories,Count,Person,Main Language - 11 Categories: Polish
Lithuanian,ni1350004,ni135,Main Language - 11 Categories,Count,Person,Main Language - 11 Categories: Lithuanian
Irish,ni1350005,ni135,Main Language - 11 Categories,Count,Person,Main Language - 11 Categories: Irish
Romanian,ni1350006,ni135,Main Language - 11 Categories,Count,Person,Main Language - 11 Categories: Romanian
Portuguese,ni1350007,ni135,Main Language - 11 Categories,Count,Person,Main Language - 11 Categories: Portuguese
Arabic,ni1350008,ni135,Main Language - 11 Categories,Count,Person,Main Language - 11 Categories: Arabic
Bulgarian,ni1350009,ni135,Main Language - 11 Categories,Count,Person,Main Language - 11 Categories: Bulgarian
Chinese (not otherwise specified),ni1350010,ni135,Main Language - 11 Categories,Count,Person,Main Language - 11 Categories: Chinese (not otherwise specified)
Other languages,ni1350011,ni135,Main Language - 11 Categories,Count,Person,Main Language - 11 Categories: Other languages
All PEOPLE,ni1360001,ni136,Main Language - 3 Categories,Count,Person,Main Language - 3 Categories: All PEOPLE
English,ni1360002,ni136,Main Language - 3 Categories,Count,Person,Main Language - 3 Categories: English
Other languages,ni1360003,ni136,Main Language - 3 Categories,Count,Person,Main Language - 3 Categories: Other languages
All PEOPLE,ni1370001,ni137,Marital and Civil Partnership Status,Count,Person,Marital and Civil Partnership Status: All PEOPLE
Single (never married or never registered a civil partnership),ni1370002,ni137,Marital and Civil Partnership Status,Count,Person,Marital and Civil Partnership Status: Single (never married or never registered a civil partnership)
Married,ni1370003,ni137,Marital and Civil Partnership Status,Count,Person,Marital and Civil Partnership Status: Married
In a civil partnership,ni1370004,ni137,Marital and Civil Partnership Status,Count,Person,Marital and Civil Partnership Status: In a civil partnership
Separated (but still legally married or still legally in a civil partnership),ni1370005,ni137,Marital and Civil Partnership Status,Count,Person,Marital and Civil Partnership Status: Separated (but still legally married or still legally in a civil partnership)
Divorced or formerly in a civil partnership which is now legally dissolved,ni1370006,ni137,Marital and Civil Partnership Status,Count,Person,Marital and Civil Partnership Status: Divorced or formerly in a civil partnership which is now legally dissolved
Widowed or surviving partner from a civil partnership,ni1370007,ni137,Marital and Civil Partnership Status,Count,Person,Marital and Civil Partnership Status: Widowed or surviving partner from a civil partnership
All PEOPLE,ni1380001,ni138,Marital and Civil Partnership Status - 3 Categories,Count,Person,Marital and Civil Partnership Status - 3 Categories: All PEOPLE
Married or in a civil partnership,ni1380002,ni138,Marital and Civil Partnership Status - 3 Categories,Count,Person,Marital and Civil Partnership Status - 3 Categories: Married or in a civil partnership
Other marital or civil partnership status,ni1380003,ni138,Marital and Civil Partnership Status - 3 Categories,Count,Person,Marital and Civil Partnership Status - 3 Categories: Other marital or civil partnership status
All PEOPLE,ni1390001,ni139,Marital and Civil Partnership Status - 4 Categories,Count,Person,Marital and Civil Partnership Status - 4 Categories: All PEOPLE
Single (never married or never registered a civil partnership),ni1390002,ni139,Marital and Civil Partnership Status - 4 Categories,Count,Person,Marital and Civil Partnership Status - 4 Categories: Single (never married or never registered a civil partnership)
Married or in a civil partnership,ni1390003,ni139,Marital and Civil Partnership Status - 4 Categories,Count,Person,Marital and Civil Partnership Status - 4 Categories: Married or in a civil partnership
Other marital or civil partnership status,ni1390004,ni139,Marital and Civil Partnership Status - 4 Categories,Count,Person,Marital and Civil Partnership Status - 4 Categories: Other marital or civil partnership status
All PEOPLE,ni1400001,ni140,Marital and Civil Partnership Status - 6 Categories,Count,Person,Marital and Civil Partnership Status - 6 Categories: All PEOPLE
Single (never married or never registered a civil partnership),ni1400002,ni140,Marital and Civil Partnership Status - 6 Categories,Count,Person,Marital and Civil Partnership Status - 6 Categories: Single (never married or never registered a civil partnership)
Married or in a civil partnership,ni1400003,ni140,Marital and Civil Partnership Status - 6 Categories,Count,Person,Marital and Civil Partnership Status - 6 Categories: Married or in a civil partnership
Separated (but still legally married or still legally in a civil partnership),ni1400004,ni140,Marital and Civil Partnership Status - 6 Categories,Count,Person,Marital and Civil Partnership Status - 6 Categories: Separated (but still legally married or still legally in a civil partnership)
Divorced or formerly in a civil partnership which is now legally dissolved,ni1400005,ni140,Marital and Civil Partnership Status - 6 Categories,Count,Person,Marital and Civil Partnership Status - 6 Categories: Divorced or formerly in a civil partnership which is now legally dissolved
Widowed or surviving partner from a civil partnership,ni1400006,ni140,Marital and Civil Partnership Status - 6 Categories,Count,Person,Marital and Civil Partnership Status - 6 Categories: Widowed or surviving partner from a civil partnership
All PEOPLE,ni1410001,ni141,National Identity,Count,Person,National Identity: All PEOPLE
British only,ni1410002,ni141,National Identity,Count,Person,National Identity: British only
Irish only,ni1410003,ni141,National Identity,Count,Person,National Identity: Irish only
Northern Irish only,ni1410004,ni141,National Identity,Count,Person,National Identity: Northern Irish only
British and Irish only,ni1410005,ni141,National Identity,Count,Person,National Identity: British and Irish only
British and Northern Irish only,ni1410006,ni141,National Identity,Count,Person,National Identity: British and Northern Irish only
Irish and Northern Irish only,ni1410007,ni141,National Identity,Count,Person,National Identity: Irish and Northern Irish only
"British, Irish and Northern Irish only",ni1410008,ni141,National Identity,Count,Person,"National Identity: British, Irish and Northern Irish only"
English only,ni1410009,ni141,National Identity,Count,Person,National Identity: English only
Scottish only,ni1410010,ni141,National Identity,Count,Person,National Identity: Scottish only
Welsh only,ni1410011,ni141,National Identity,Count,Person,National Identity: Welsh only
Other British/Irish/Northern Irish/English/Scottish/Welsh only,ni1410012,ni141,National Identity,Count,Person,National Identity: Other British/Irish/Northern Irish/English/Scottish/Welsh only
Other and at least one of British/Irish/Northern Irish/English/Scottish/Welsh,ni1410013,ni141,National Identity,Count,Person,National Identity: Other and at least one of British/Irish/Northern Irish/English/Scottish/Welsh
Other identity only: European: Polish,ni1410014,ni141,National Identity,Count,Person,National Identity: Other identity only: European: Polish
Other identity only: European: Lithuanian,ni1410015,ni141,National Identity,Count,Person,National Identity: Other identity only: European: Lithuanian
Other identity only: European: Romanian,ni1410016,ni141,National Identity,Count,Person,National Identity: Other identity only: European: Romanian
Other identity only: European: Portuguese,ni1410017,ni141,National Identity,Count,Person,National Identity: Other identity only: European: Portuguese
Other identity only: European: Bulgarian,ni1410018,ni141,National Identity,Count,Person,National Identity: Other identity only: European: Bulgarian
Other identity only: European: Latvian,ni1410019,ni141,National Identity,Count,Person,National Identity: Other identity only: European: Latvian
Other identity only: European: Slovakian,ni1410020,ni141,National Identity,Count,Person,National Identity: Other identity only: European: Slovakian
Other identity only: European: Hungarian,ni1410021,ni141,National Identity,Count,Person,National Identity: Other identity only: European: Hungarian
Other identity only: European: Spanish (including Canary Islander),ni1410022,ni141,National Identity,Count,Person,National Identity: Other identity only: European: Spanish (including Canary Islander)
Other identity only: European: Italian,ni1410023,ni141,National Identity,Count,Person,National Identity: Other identity only: European: Italian
Other identity only: European: Other EU,ni1410024,ni141,National Identity,Count,Person,National Identity: Other identity only: European: Other EU
Other identity only: European: Other non-EU,ni1410025,ni141,National Identity,Count,Person,National Identity: Other identity only: European: Other non-EU
Other identity only: African,ni1410026,ni141,National Identity,Count,Person,National Identity: Other identity only: African
Other identity only: Middle Eastern and Asian: Indian,ni1410027,ni141,National Identity,Count,Person,National Identity: Other identity only: Middle Eastern and Asian: Indian
Other identity only: Middle Eastern and Asian: Chinese,ni1410028,ni141,National Identity,Count,Person,National Identity: Other identity only: Middle Eastern and Asian: Chinese
Other identity only: Middle Eastern and Asian: Syrian,ni1410029,ni141,National Identity,Count,Person,National Identity: Other identity only: Middle Eastern and Asian: Syrian
Other identity only: Middle Eastern and Asian: Filipino,ni1410030,ni141,National Identity,Count,Person,National Identity: Other identity only: Middle Eastern and Asian: Filipino
Other identity only: Middle Eastern and Asian: East Timorese,ni1410031,ni141,National Identity,Count,Person,National Identity: Other identity only: Middle Eastern and Asian: East Timorese
Other identity only: Middle Eastern and Asian: Other,ni1410032,ni141,National Identity,Count,Person,National Identity: Other identity only: Middle Eastern and Asian: Other
"Other identity only: North American, Central American and Caribbean: US American",ni1410033,ni141,National Identity,Count,Person,"National Identity: Other identity only: North American, Central American and Caribbean: US American"
"Other identity only: North American, Central American and Caribbean: Other",ni1410034,ni141,National Identity,Count,Person,"National Identity: Other identity only: North American, Central American and Caribbean: Other"
Other identity only: South American,ni1410035,ni141,National Identity,Count,Person,National Identity: Other identity only: South American
Other identity only: Antarctican and Oceanian,ni1410036,ni141,National Identity,Count,Person,National Identity: Other identity only: Antarctican and Oceanian
Other identity only: Other,ni1410037,ni141,National Identity,Count,Person,National Identity: Other identity only: Other
All PEOPLE,ni1420001,ni142,National Identity - 17 Categories,Count,Person,National Identity - 17 Categories: All PEOPLE
British only,ni1420002,ni142,National Identity - 17 Categories,Count,Person,National Identity - 17 Categories: British only
Irish only,ni1420003,ni142,National Identity - 17 Categories,Count,Person,National Identity - 17 Categories: Irish only
Northern Irish only,ni1420004,ni142,National Identity - 17 Categories,Count,Person,National Identity - 17 Categories: Northern Irish only
British and Irish only,ni1420005,ni142,National Identity - 17 Categories,Count,Person,National Identity - 17 Categories: British and Irish only
British and Northern Irish only,ni1420006,ni142,National Identity - 17 Categories,Count,Person,National Identity - 17 Categories: British and Northern Irish only
Irish and Northern Irish only,ni1420007,ni142,National Identity - 17 Categories,Count,Person,National Identity - 17 Categories: Irish and Northern Irish only
"British, Irish and Northern Irish only",ni1420008,ni142,National Identity - 17 Categories,Count,Person,"National Identity - 17 Categories: British, Irish and Northern Irish only"
Other combination of British/Irish/Northern Irish/English/Scottish/Welsh only,ni1420009,ni142,National Identity - 17 Categories,Count,Person,National Identity - 17 Categories: Other combination of British/Irish/Northern Irish/English/Scottish/Welsh only
Other and at least one of British/Irish/Northern Irish/English/Scottish/Welsh,ni1420010,ni142,National Identity - 17 Categories,Count,Person,National Identity - 17 Categories: Other and at least one of British/Irish/Northern Irish/English/Scottish/Welsh
Other identity only: European: Other EU,ni1420011,ni142,National Identity - 17 Categories,Count,Person,National Identity - 17 Categories: Other identity only: European: Other EU
Other identity only: European: Other non-EU,ni1420012,ni142,National Identity - 17 Categories,Count,Person,National Identity - 17 Categories: Other identity only: European: Other non-EU
Other identity only: African,ni1420013,ni142,National Identity - 17 Categories,Count,Person,National Identity - 17 Categories: Other identity only: African
Other identity only: Middle Eastern and Asian,ni1420014,ni142,National Identity - 17 Categories,Count,Person,National Identity - 17 Categories: Other identity only: Middle Eastern and Asian
"Other identity only: North American, Central American and Caribbean",ni1420015,ni142,National Identity - 17 Categories,Count,Person,"National Identity - 17 Categories: Other identity only: North American, Central American and Caribbean"
Other identity only: South American,ni1420016,ni142,National Identity - 17 Categories,Count,Person,National Identity - 17 Categories: Other identity only: South American
Other identity only: Antarctican and Oceanian,ni1420017,ni142,National Identity - 17 Categories,Count,Person,National Identity - 17 Categories: Other identity only: Antarctican and Oceanian
Other identity only: Other,ni1420018,ni142,National Identity - 17 Categories,Count,Person,National Identity - 17 Categories: Other identity only: Other
All PEOPLE,ni1430001,ni143,National Identity - 2 Categories,Count,Person,National Identity - 2 Categories: All PEOPLE
British/Irish/Northern Irish/English/Scottish/Welsh (with or without non-UK or Irish national identities),ni1430002,ni143,National Identity - 2 Categories,Count,Person,National Identity - 2 Categories: British/Irish/Northern Irish/English/Scottish/Welsh (with or without non-UK or Irish national identities)
Other only,ni1430003,ni143,National Identity - 2 Categories,Count,Person,National Identity - 2 Categories: Other only
All PEOPLE,ni1440001,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: All PEOPLE
British only,ni1440002,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: British only
Irish only,ni1440003,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: Irish only
Northern Irish only,ni1440004,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: Northern Irish only
British and Irish only,ni1440005,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: British and Irish only
British and Northern Irish only,ni1440006,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: British and Northern Irish only
Irish and Northern Irish only,ni1440007,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: Irish and Northern Irish only
"British, Irish and Northern Irish only",ni1440008,ni144,National Identity - 26 Categories,Count,Person,"National Identity - 26 Categories: British, Irish and Northern Irish only"
English only,ni1440009,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: English only
Scottish only,ni1440010,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: Scottish only
Welsh only,ni1440011,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: Welsh only
Other combination of British/Irish/Northern Irish/English/Scottish/Welsh only,ni1440012,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: Other combination of British/Irish/Northern Irish/English/Scottish/Welsh only
Other and at least one of British/Irish/Northern Irish/English/Scottish/Welsh,ni1440013,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: Other and at least one of British/Irish/Northern Irish/English/Scottish/Welsh
Other identity only: European: Polish,ni1440014,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: Other identity only: European: Polish
Other identity only: European: Lithuanian,ni1440015,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: Other identity only: European: Lithuanian
Other identity only: European: Romanian,ni1440016,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: Other identity only: European: Romanian
Other identity only: European: Portuguese,ni1440017,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: Other identity only: European: Portuguese
Other identity only: European: Bulgarian,ni1440018,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: Other identity only: European: Bulgarian
Other identity only: European: Other EU,ni1440019,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: Other identity only: European: Other EU
Other identity only: European: Other non-EU,ni1440020,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: Other identity only: European: Other non-EU
Other identity only: African,ni1440021,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: Other identity only: African
Other identity only: Middle Eastern and Asian: Indian,ni1440022,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: Other identity only: Middle Eastern and Asian: Indian
Other identity only: Middle Eastern and Asian: Other,ni1440023,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: Other identity only: Middle Eastern and Asian: Other
"Other identity only: North American, Central American and Caribbean",ni1440024,ni144,National Identity - 26 Categories,Count,Person,"National Identity - 26 Categories: Other identity only: North American, Central American and Caribbean"
Other identity only: South American,ni1440025,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: Other identity only: South American
Other identity only: Antarctican and Oceanian,ni1440026,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: Other identity only: Antarctican and Oceanian
Other identity only: Other,ni1440027,ni144,National Identity - 26 Categories,Count,Person,National Identity - 26 Categories: Other identity only: Other
All PEOPLE,ni1450001,ni145,National Identity - 8 Categories,Count,Person,National Identity - 8 Categories: All PEOPLE
British only,ni1450002,ni145,National Identity - 8 Categories,Count,Person,National Identity - 8 Categories: British only
Irish only,ni1450003,ni145,National Identity - 8 Categories,Count,Person,National Identity - 8 Categories: Irish only
Northern Irish only,ni1450004,ni145,National Identity - 8 Categories,Count,Person,National Identity - 8 Categories: Northern Irish only
British and Irish only,ni1450005,ni145,National Identity - 8 Categories,Count,Person,National Identity - 8 Categories: British and Irish only
British and Northern Irish only,ni1450006,ni145,National Identity - 8 Categories,Count,Person,National Identity - 8 Categories: British and Northern Irish only
Irish and Northern Irish only,ni1450007,ni145,National Identity - 8 Categories,Count,Person,National Identity - 8 Categories: Irish and Northern Irish only
"British, Irish and Northern Irish only",ni1450008,ni145,National Identity - 8 Categories,Count,Person,"National Identity - 8 Categories: British, Irish and Northern Irish only"
Other,ni1450009,ni145,National Identity - 8 Categories,Count,Person,National Identity - 8 Categories: Other
All PEOPLE,ni1460001,ni146,National Identity (British),Count,Person,National Identity (British): All PEOPLE
British only identity,ni1460002,ni146,National Identity (British),Count,Person,National Identity (British): British only identity
British and any other identity,ni1460003,ni146,National Identity (British),Count,Person,National Identity (British): British and any other identity
No British identity,ni1460004,ni146,National Identity (British),Count,Person,National Identity (British): No British identity
All PEOPLE,ni1470001,ni147,National Identity (Irish),Count,Person,National Identity (Irish): All PEOPLE
Irish only identity,ni1470002,ni147,National Identity (Irish),Count,Person,National Identity (Irish): Irish only identity
Irish and any other identity,ni1470003,ni147,National Identity (Irish),Count,Person,National Identity (Irish): Irish and any other identity
No Irish identity,ni1470004,ni147,National Identity (Irish),Count,Person,National Identity (Irish): No Irish identity
All PEOPLE,ni1480001,ni148,National Identity (Northern Irish),Count,Person,National Identity (Northern Irish): All PEOPLE
Northern Irish only identity,ni1480002,ni148,National Identity (Northern Irish),Count,Person,National Identity (Northern Irish): Northern Irish only identity
Northern Irish and any other identity,ni1480003,ni148,National Identity (Northern Irish),Count,Person,National Identity (Northern Irish): Northern Irish and any other identity
No Northern Irish identity,ni1480004,ni148,National Identity (Northern Irish),Count,Person,National Identity (Northern Irish): No Northern Irish identity
All PEOPLE,ni1490001,ni149,National Statistics Socio-economic Classification,Count,Person,National Statistics Socio-economic Classification: All PEOPLE
L1: Employers in large establishments,ni1490002,ni149,National Statistics Socio-economic Classification,Count,Person,National Statistics Socio-economic Classification: L1: Employers in large establishments
L2: Higher managerial and administrative occupations,ni1490003,ni149,National Statistics Socio-economic Classification,Count,Person,National Statistics Socio-economic Classification: L2: Higher managerial and administrative occupations
L3: Higher professional occupations,ni1490004,ni149,National Statistics Socio-economic Classification,Count,Person,National Statistics Socio-economic Classification: L3: Higher professional occupations
L4: Lower professional and higher technical occupations,ni1490005,ni149,National Statistics Socio-economic Classification,Count,Person,National Statistics Socio-economic Classification: L4: Lower professional and higher technical occupations
L5: Lower managerial and administrative occupations,ni1490006,ni149,National Statistics Socio-economic Classification,Count,Person,National Statistics Socio-economic Classification: L5: Lower managerial and administrative occupations
L6: Higher supervisory occupations,ni1490007,ni149,National Statistics Socio-economic Classification,Count,Person,National Statistics Socio-economic Classification: L6: Higher supervisory occupations
L7: Intermediate occupations,ni1490008,ni149,National Statistics Socio-economic Classification,Count,Person,National Statistics Socio-economic Classification: L7: Intermediate occupations
L8: Employers in small establishments,ni1490009,ni149,National Statistics Socio-economic Classification,Count,Person,National Statistics Socio-economic Classification: L8: Employers in small establishments
L9: Own account workers,ni1490010,ni149,National Statistics Socio-economic Classification,Count,Person,National Statistics Socio-economic Classification: L9: Own account workers
L10: Lower supervisory occupations,ni1490011,ni149,National Statistics Socio-economic Classification,Count,Person,National Statistics Socio-economic Classification: L10: Lower supervisory occupations
L11: Lower technical occupations,ni1490012,ni149,National Statistics Socio-economic Classification,Count,Person,National Statistics Socio-economic Classification: L11: Lower technical occupations
L12: Semi-routine occupations,ni1490013,ni149,National Statistics Socio-economic Classification,Count,Person,National Statistics Socio-economic Classification: L12: Semi-routine occupations
L13: Routine occupations,ni1490014,ni149,National Statistics Socio-economic Classification,Count,Person,National Statistics Socio-economic Classification: L13: Routine occupations
L14.1: Never worked,ni1490015,ni149,National Statistics Socio-economic Classification,Count,Person,National Statistics Socio-economic Classification: L14.1: Never worked
L14.2: Long-term unemployed,ni1490016,ni149,National Statistics Socio-economic Classification,Count,Person,National Statistics Socio-economic Classification: L14.2: Long-term unemployed
L15: Full-time students,ni1490017,ni149,National Statistics Socio-economic Classification,Count,Person,National Statistics Socio-economic Classification: L15: Full-time students
All PEOPLE,ni1500001,ni150,National Statistics Socio-economic Classification - 10 Categories,Count,Person,National Statistics Socio-economic Classification - 10 Categories: All PEOPLE
"L1, L2, L3: Higher managerial, administrative and professional occupations",ni1500002,ni150,National Statistics Socio-economic Classification - 10 Categories,Count,Person,"National Statistics Socio-economic Classification - 10 Categories: L1, L2, L3: Higher managerial, administrative and professional occupations"
"L4, L5, L6: Lower managerial, administrative and professional occupations",ni1500003,ni150,National Statistics Socio-economic Classification - 10 Categories,Count,Person,"National Statistics Socio-economic Classification - 10 Categories: L4, L5, L6: Lower managerial, administrative and professional occupations"
L7: Intermediate occupations,ni1500004,ni150,National Statistics Socio-economic Classification - 10 Categories,Count,Person,National Statistics Socio-economic Classification - 10 Categories: L7: Intermediate occupations
"L8, L9: Small employers and own account workers",ni1500005,ni150,National Statistics Socio-economic Classification - 10 Categories,Count,Person,"National Statistics Socio-economic Classification - 10 Categories: L8, L9: Small employers and own account workers"
"L10, L11: Lower supervisory and technical occupations",ni1500006,ni150,National Statistics Socio-economic Classification - 10 Categories,Count,Person,"National Statistics Socio-economic Classification - 10 Categories: L10, L11: Lower supervisory and technical occupations"
