Variable_Name,Variable_ID,Table_ID,Table_Name,Type,Unit,Full_Name
Roman Catholic: All people: 50 - 64,UV205b0048,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Roman Catholic: All people: 50 - 64
Roman Catholic: All people: 65 - 115,UV205b0049,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Roman Catholic: All people: 65 - 115
Roman Catholic: Female: Total,UV205b0050,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Roman Catholic: Female: Total
Roman Catholic: Female: 0 - 15,UV205b0051,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Roman Catholic: Female: 0 - 15
Roman Catholic: Female: 16 - 24,UV205b0052,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Roman Catholic: Female: 16 - 24
Roman Catholic: Female: 25 - 34,UV205b0053,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Roman Catholic: Female: 25 - 34
Roman Catholic: Female: 35 - 49,UV205b0054,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Roman Catholic: Female: 35 - 49
Roman Catholic: Female: 50 - 64,UV205b0055,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Roman Catholic: Female: 50 - 64
Roman Catholic: Female: 65 - 115,UV205b0056,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Roman Catholic: Female: 65 - 115
Roman Catholic: Male: Total,UV205b0057,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Roman Catholic: Male: Total
Roman Catholic: Male: 0 - 15,UV205b0058,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Roman Catholic: Male: 0 - 15
Roman Catholic: Male: 16 - 24,UV205b0059,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Roman Catholic: Male: 16 - 24
Roman Catholic: Male: 25 - 34,UV205b0060,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Roman Catholic: Male: 25 - 34
Roman Catholic: Male: 35 - 49,UV205b0061,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Roman Catholic: Male: 35 - 49
Roman Catholic: Male: 50 - 64,UV205b0062,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Roman Catholic: Male: 50 - 64
Roman Catholic: Male: 65 - 115,UV205b0063,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Roman Catholic: Male: 65 - 115
Other Christian: All people: Total,UV205b0064,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other Christian: All people: Total
Other Christian: All people: 0 - 15,UV205b0065,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other Christian: All people: 0 - 15
Other Christian: All people: 16 - 24,UV205b0066,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other Christian: All people: 16 - 24
Other Christian: All people: 25 - 34,UV205b0067,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other Christian: All people: 25 - 34
Other Christian: All people: 35 - 49,UV205b0068,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other Christian: All people: 35 - 49
Other Christian: All people: 50 - 64,UV205b0069,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other Christian: All people: 50 - 64
Other Christian: All people: 65 - 115,UV205b0070,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other Christian: All people: 65 - 115
Other Christian: Female: Total,UV205b0071,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other Christian: Female: Total
Other Christian: Female: 0 - 15,UV205b0072,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other Christian: Female: 0 - 15
Other Christian: Female: 16 - 24,UV205b0073,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other Christian: Female: 16 - 24
Other Christian: Female: 25 - 34,UV205b0074,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other Christian: Female: 25 - 34
Other Christian: Female: 35 - 49,UV205b0075,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other Christian: Female: 35 - 49
Other Christian: Female: 50 - 64,UV205b0076,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other Christian: Female: 50 - 64
Other Christian: Female: 65 - 115,UV205b0077,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other Christian: Female: 65 - 115
Other Christian: Male: Total,UV205b0078,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other Christian: Male: Total
Other Christian: Male: 0 - 15,UV205b0079,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other Christian: Male: 0 - 15
Other Christian: Male: 16 - 24,UV205b0080,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other Christian: Male: 16 - 24
Other Christian: Male: 25 - 34,UV205b0081,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other Christian: Male: 25 - 34
Other Christian: Male: 35 - 49,UV205b0082,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other Christian: Male: 35 - 49
Other Christian: Male: 50 - 64,UV205b0083,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other Christian: Male: 50 - 64
Other Christian: Male: 65 - 115,UV205b0084,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other Christian: Male: 65 - 115
Buddhist: All people: Total,UV205b0085,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Buddhist: All people: Total
Buddhist: All people: 0 - 15,UV205b0086,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Buddhist: All people: 0 - 15
Buddhist: All people: 16 - 24,UV205b0087,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Buddhist: All people: 16 - 24
Buddhist: All people: 25 - 34,UV205b0088,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Buddhist: All people: 25 - 34
Buddhist: All people: 35 - 49,UV205b0089,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Buddhist: All people: 35 - 49
Buddhist: All people: 50 - 64,UV205b0090,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Buddhist: All people: 50 - 64
Buddhist: All people: 65 - 115,UV205b0091,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Buddhist: All people: 65 - 115
Buddhist: Female: Total,UV205b0092,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Buddhist: Female: Total
Buddhist: Female: 0 - 15,UV205b0093,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Buddhist: Female: 0 - 15
Buddhist: Female: 16 - 24,UV205b0094,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Buddhist: Female: 16 - 24
Buddhist: Female: 25 - 34,UV205b0095,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Buddhist: Female: 25 - 34
Buddhist: Female: 35 - 49,UV205b0096,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Buddhist: Female: 35 - 49
Buddhist: Female: 50 - 64,UV205b0097,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Buddhist: Female: 50 - 64
Buddhist: Female: 65 - 115,UV205b0098,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Buddhist: Female: 65 - 115
Buddhist: Male: Total,UV205b0099,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Buddhist: Male: Total
Buddhist: Male: 0 - 15,UV205b0100,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Buddhist: Male: 0 - 15
Buddhist: Male: 16 - 24,UV205b0101,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Buddhist: Male: 16 - 24
Buddhist: Male: 25 - 34,UV205b0102,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Buddhist: Male: 25 - 34
Buddhist: Male: 35 - 49,UV205b0103,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Buddhist: Male: 35 - 49
Buddhist: Male: 50 - 64,UV205b0104,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Buddhist: Male: 50 - 64
Buddhist: Male: 65 - 115,UV205b0105,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Buddhist: Male: 65 - 115
Hindu: All people: Total,UV205b0106,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Hindu: All people: Total
Hindu: All people: 0 - 15,UV205b0107,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Hindu: All people: 0 - 15
Hindu: All people: 16 - 24,UV205b0108,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Hindu: All people: 16 - 24
Hindu: All people: 25 - 34,UV205b0109,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Hindu: All people: 25 - 34
Hindu: All people: 35 - 49,UV205b0110,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Hindu: All people: 35 - 49
Hindu: All people: 50 - 64,UV205b0111,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Hindu: All people: 50 - 64
Hindu: All people: 65 - 115,UV205b0112,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Hindu: All people: 65 - 115
Hindu: Female: Total,UV205b0113,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Hindu: Female: Total
Hindu: Female: 0 - 15,UV205b0114,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Hindu: Female: 0 - 15
Hindu: Female: 16 - 24,UV205b0115,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Hindu: Female: 16 - 24
Hindu: Female: 25 - 34,UV205b0116,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Hindu: Female: 25 - 34
Hindu: Female: 35 - 49,UV205b0117,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Hindu: Female: 35 - 49
Hindu: Female: 50 - 64,UV205b0118,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Hindu: Female: 50 - 64
Hindu: Female: 65 - 115,UV205b0119,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Hindu: Female: 65 - 115
Hindu: Male: Total,UV205b0120,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Hindu: Male: Total
Hindu: Male: 0 - 15,UV205b0121,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Hindu: Male: 0 - 15
Hindu: Male: 16 - 24,UV205b0122,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Hindu: Male: 16 - 24
Hindu: Male: 25 - 34,UV205b0123,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Hindu: Male: 25 - 34
Hindu: Male: 35 - 49,UV205b0124,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Hindu: Male: 35 - 49
Hindu: Male: 50 - 64,UV205b0125,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Hindu: Male: 50 - 64
Hindu: Male: 65 - 115,UV205b0126,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Hindu: Male: 65 - 115
Jewish: All people: Total,UV205b0127,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Jewish: All people: Total
Jewish: All people: 0 - 15,UV205b0128,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Jewish: All people: 0 - 15
Jewish: All people: 16 - 24,UV205b0129,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Jewish: All people: 16 - 24
Jewish: All people: 25 - 34,UV205b0130,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Jewish: All people: 25 - 34
Jewish: All people: 35 - 49,UV205b0131,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Jewish: All people: 35 - 49
Jewish: All people: 50 - 64,UV205b0132,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Jewish: All people: 50 - 64
Jewish: All people: 65 - 115,UV205b0133,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Jewish: All people: 65 - 115
Jewish: Female: Total,UV205b0134,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Jewish: Female: Total
Jewish: Female: 0 - 15,UV205b0135,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Jewish: Female: 0 - 15
Jewish: Female: 16 - 24,UV205b0136,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Jewish: Female: 16 - 24
Jewish: Female: 25 - 34,UV205b0137,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Jewish: Female: 25 - 34
Jewish: Female: 35 - 49,UV205b0138,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Jewish: Female: 35 - 49
Jewish: Female: 50 - 64,UV205b0139,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Jewish: Female: 50 - 64
Jewish: Female: 65 - 115,UV205b0140,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Jewish: Female: 65 - 115
Jewish: Male: Total,UV205b0141,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Jewish: Male: Total
Jewish: Male: 0 - 15,UV205b0142,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Jewish: Male: 0 - 15
Jewish: Male: 16 - 24,UV205b0143,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Jewish: Male: 16 - 24
Jewish: Male: 25 - 34,UV205b0144,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Jewish: Male: 25 - 34
Jewish: Male: 35 - 49,UV205b0145,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Jewish: Male: 35 - 49
Jewish: Male: 50 - 64,UV205b0146,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Jewish: Male: 50 - 64
Jewish: Male: 65 - 115,UV205b0147,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Jewish: Male: 65 - 115
Muslim: All people: Total,UV205b0148,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Muslim: All people: Total
Muslim: All people: 0 - 15,UV205b0149,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Muslim: All people: 0 - 15
Muslim: All people: 16 - 24,UV205b0150,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Muslim: All people: 16 - 24
Muslim: All people: 25 - 34,UV205b0151,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Muslim: All people: 25 - 34
Muslim: All people: 35 - 49,UV205b0152,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Muslim: All people: 35 - 49
Muslim: All people: 50 - 64,UV205b0153,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Muslim: All people: 50 - 64
Muslim: All people: 65 - 115,UV205b0154,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Muslim: All people: 65 - 115
Muslim: Female: Total,UV205b0155,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Muslim: Female: Total
Muslim: Female: 0 - 15,UV205b0156,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Muslim: Female: 0 - 15
Muslim: Female: 16 - 24,UV205b0157,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Muslim: Female: 16 - 24
Muslim: Female: 25 - 34,UV205b0158,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Muslim: Female: 25 - 34
Muslim: Female: 35 - 49,UV205b0159,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Muslim: Female: 35 - 49
Muslim: Female: 50 - 64,UV205b0160,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Muslim: Female: 50 - 64
Muslim: Female: 65 - 115,UV205b0161,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Muslim: Female: 65 - 115
Muslim: Male: Total,UV205b0162,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Muslim: Male: Total
Muslim: Male: 0 - 15,UV205b0163,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Muslim: Male: 0 - 15
Muslim: Male: 16 - 24,UV205b0164,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Muslim: Male: 16 - 24
Muslim: Male: 25 - 34,UV205b0165,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Muslim: Male: 25 - 34
Muslim: Male: 35 - 49,UV205b0166,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Muslim: Male: 35 - 49
Muslim: Male: 50 - 64,UV205b0167,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Muslim: Male: 50 - 64
Muslim: Male: 65 - 115,UV205b0168,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Muslim: Male: 65 - 115
Sikh: All people: Total,UV205b0169,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Sikh: All people: Total
Sikh: All people: 0 - 15,UV205b0170,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Sikh: All people: 0 - 15
Sikh: All people: 16 - 24,UV205b0171,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Sikh: All people: 16 - 24
Sikh: All people: 25 - 34,UV205b0172,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Sikh: All people: 25 - 34
Sikh: All people: 35 - 49,UV205b0173,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Sikh: All people: 35 - 49
Sikh: All people: 50 - 64,UV205b0174,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Sikh: All people: 50 - 64
Sikh: All people: 65 - 115,UV205b0175,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Sikh: All people: 65 - 115
Sikh: Female: Total,UV205b0176,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Sikh: Female: Total
Sikh: Female: 0 - 15,UV205b0177,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Sikh: Female: 0 - 15
Sikh: Female: 16 - 24,UV205b0178,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Sikh: Female: 16 - 24
Sikh: Female: 25 - 34,UV205b0179,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Sikh: Female: 25 - 34
Sikh: Female: 35 - 49,UV205b0180,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Sikh: Female: 35 - 49
Sikh: Female: 50 - 64,UV205b0181,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Sikh: Female: 50 - 64
Sikh: Female: 65 - 115,UV205b0182,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Sikh: Female: 65 - 115
Sikh: Male: Total,UV205b0183,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Sikh: Male: Total
Sikh: Male: 0 - 15,UV205b0184,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Sikh: Male: 0 - 15
Sikh: Male: 16 - 24,UV205b0185,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Sikh: Male: 16 - 24
Sikh: Male: 25 - 34,UV205b0186,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Sikh: Male: 25 - 34
Sikh: Male: 35 - 49,UV205b0187,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Sikh: Male: 35 - 49
Sikh: Male: 50 - 64,UV205b0188,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Sikh: Male: 50 - 64
Sikh: Male: 65 - 115,UV205b0189,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Sikh: Male: 65 - 115
Pagan: All people: Total,UV205b0190,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Pagan: All people: Total
Pagan: All people: 0 - 15,UV205b0191,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Pagan: All people: 0 - 15
Pagan: All people: 16 - 24,UV205b0192,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Pagan: All people: 16 - 24
Pagan: All people: 25 - 34,UV205b0193,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Pagan: All people: 25 - 34
Pagan: All people: 35 - 49,UV205b0194,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Pagan: All people: 35 - 49
Pagan: All people: 50 - 64,UV205b0195,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Pagan: All people: 50 - 64
Pagan: All people: 65 - 115,UV205b0196,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Pagan: All people: 65 - 115
Pagan: Female: Total,UV205b0197,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Pagan: Female: Total
Pagan: Female: 0 - 15,UV205b0198,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Pagan: Female: 0 - 15
Pagan: Female: 16 - 24,UV205b0199,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Pagan: Female: 16 - 24
Pagan: Female: 25 - 34,UV205b0200,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Pagan: Female: 25 - 34
Pagan: Female: 35 - 49,UV205b0201,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Pagan: Female: 35 - 49
Pagan: Female: 50 - 64,UV205b0202,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Pagan: Female: 50 - 64
Pagan: Female: 65 - 115,UV205b0203,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Pagan: Female: 65 - 115
Pagan: Male: Total,UV205b0204,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Pagan: Male: Total
Pagan: Male: 0 - 15,UV205b0205,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Pagan: Male: 0 - 15
Pagan: Male: 16 - 24,UV205b0206,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Pagan: Male: 16 - 24
Pagan: Male: 25 - 34,UV205b0207,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Pagan: Male: 25 - 34
Pagan: Male: 35 - 49,UV205b0208,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Pagan: Male: 35 - 49
Pagan: Male: 50 - 64,UV205b0209,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Pagan: Male: 50 - 64
Pagan: Male: 65 - 115,UV205b0210,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Pagan: Male: 65 - 115
Other religion: All people: Total,UV205b0211,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other religion: All people: Total
Other religion: All people: 0 - 15,UV205b0212,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other religion: All people: 0 - 15
Other religion: All people: 16 - 24,UV205b0213,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other religion: All people: 16 - 24
Other religion: All people: 25 - 34,UV205b0214,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other religion: All people: 25 - 34
Other religion: All people: 35 - 49,UV205b0215,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other religion: All people: 35 - 49
Other religion: All people: 50 - 64,UV205b0216,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other religion: All people: 50 - 64
Other religion: All people: 65 - 115,UV205b0217,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other religion: All people: 65 - 115
Other religion: Female: Total,UV205b0218,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other religion: Female: Total
Other religion: Female: 0 - 15,UV205b0219,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other religion: Female: 0 - 15
Other religion: Female: 16 - 24,UV205b0220,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other religion: Female: 16 - 24
Other religion: Female: 25 - 34,UV205b0221,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other religion: Female: 25 - 34
Other religion: Female: 35 - 49,UV205b0222,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other religion: Female: 35 - 49
Other religion: Female: 50 - 64,UV205b0223,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other religion: Female: 50 - 64
Other religion: Female: 65 - 115,UV205b0224,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other religion: Female: 65 - 115
Other religion: Male: Total,UV205b0225,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other religion: Male: Total
Other religion: Male: 0 - 15,UV205b0226,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other religion: Male: 0 - 15
Other religion: Male: 16 - 24,UV205b0227,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other religion: Male: 16 - 24
Other religion: Male: 25 - 34,UV205b0228,UV205b,Religion (12) by sex by age (6),Count,Person,Religion (12) by sex by age (6) - Other religion: Male: 25 - 34
